time,col0_lv0,col0_lv1,col0_lv2,col0_lv3,col0_lv4,col1_lv0,col1_lv1,col1_lv2,col1_lv3,col1_lv4,col2_lv0,col2_lv1,col2_lv2,col2_lv3,col2_lv4,col3_lv0,col3_lv1,col3_lv2,col3_lv3,col3_lv4
0.590000,3.3693,3.3693,3.3693,3.3693,3.3693,4.6904,4.6904,4.6904,4.6904,4.6904,3.0307,3.0307,3.0307,3.0307,3.0307,1.7096,1.7096,1.7096,1.7096,1.7096
0.600000,3.3318,3.3318,3.3318,3.3318,3.3318,4.6942,4.6942,4.6942,4.6942,4.6942,3.0682,3.0682,3.0682,3.0682,3.0682,1.7058,1.7058,1.7058,1.7058,1.7058
0.610000,3.2942,3.2942,3.2942,3.2942,3.2942,4.6970,4.6970,4.6970,4.6970,4.6970,3.1058,3.1058,3.1058,3.1058,3.1058,1.7030,1.7030,1.7030,1.7030,1.7030
0.620000,3.2565,3.2565,3.2565,3.2565,3.2565,4.6989,4.6989,4.6989,4.6989,4.6989,3.1435,3.1435,3.1435,3.1435,3.1435,1.7011,1.7011,1.7011,1.7011,1.7011
0.630000,3.2188,3.2188,3.2188,3.2188,3.2188,4.6999,4.6999,4.6999,4.6999,4.6999,3.1812,3.1812,3.1812,3.1812,3.1812,1.7001,1.7001,1.7001,1.7001,1.7001
0.640000,3.1812,3.1812,3.1812,3.1812,3.1812,4.6999,4.6999,4.6999,4.6999,4.6999,3.2188,3.2188,3.2188,3.2188,3.2188,1.7001,1.7001,1.7001,1.7001,1.7001
0.650000,3.1435,3.1435,3.1435,3.1435,3.1435,4.6989,4.6989,4.6989,4.6989,4.6989,3.2565,3.2565,3.2565,3.2565,3.2565,1.7011,1.7011,1.7011,1.7011,1.7011
0.660000,3.1058,3.1058,3.1058,3.1058,3.1058,4.6970,4.6970,4.6970,4.6970,4.6970,3.2942,3.2942,3.2942,3.2942,3.2942,1.7030,1.7030,1.7030,1.7030,1.7030
0.670000,3.0682,3.0682,3.0682,3.0682,3.0682,4.6942,4.6942,4.6942,4.6942,4.6942,3.3318,3.3318,3.3318,3.3318,3.3318,1.7058,1.7058,1.7058,1.7058,1.7058
0.680000,3.0307,3.0307,3.0307,3.0307,3.0307,4.6904,4.6904,4.6904,4.6904,4.6904,3.3693,3.3693,3.3693,3.3693,3.3693,1.7096,1.7096,1.7096,1.7096,1.7096
0.690000,2.9933,2.9933,2.9933,2.9933,2.9933,4.6857,4.6857,4.6857,4.6857,4.6857,3.4067,3.4067,3.4067,3.4067,3.4067,1.7143,1.7143,1.7143,1.7143,1.7143
0.700000,2.9560,2.9560,2.9560,2.9560,2.9560,4.6800,4.6800,4.6800,4.6800,4.6800,3.4440,3.4440,3.4440,3.4440,3.4440,1.7200,1.7200,1.7200,1.7200,1.7200
0.710000,2.9189,2.9189,2.9189,2.9189,2.9189,4.6734,4.6734,4.6734,4.6734,4.6734,3.4811,3.4811,3.4811,3.4811,3.4811,1.7266,1.7266,1.7266,1.7266,1.7266
